SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1344 Balboa St #1,San Francisco,CA,94118,739888,2,1.0,Richmond Dist,814,,1900,15,909,331,Active,,,http://www.redfin.com/CA/San-Francisco/1344-Balboa-St-94118/unit-1/home/1777612,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40958789,N,Y,37.77705,-122.473327
MLS Listing,,Condo/Co-op,177 Townsend St #329,San Francisco,CA,94107,1198888,2,2.0,San Francisco,1022,42969,2007,15,1173,805,Active,July-31-2021 02:30 PM,July-31-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/177-Townsend-St-94107/unit-329/home/17304705,San Francisco MLS,421573991,N,Y,37.7791526,-122.3919931
MLS Listing,,Multi-Family (2-4 Unit),418-420 35th Ave,SAN FRANCISCO,CA,94121,2650000,9,5.5,SAN FRANCISCO,4300,2996,1927,15,616,,Active,,,http://www.redfin.com/CA/San-Francisco/418-35th-Ave-94121/home/1888716,MLSListings,ML81853579,N,Y,37.7811207,-122.4952317
MLS Listing,,Single Family Residential,1738 17th Ave,San Francisco,CA,94122,1095000,3,1.5,San Francisco,1450,2500,,15,755,,Active,,,http://www.redfin.com/CA/San-Francisco/1738-17th-Ave-94122/home/641496,San Francisco MLS,421573852,N,Y,37.7554554,-122.4741337
MLS Listing,,Condo/Co-op,2998 Larkin St #2,San Francisco,CA,94109,2995000,4,3.5,San Francisco,2629,1581,2009,15,1139,590,Active,July-31-2021 02:00 PM,July-31-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/2998-Larkin-St-94109/unit-2/home/40142300,San Francisco MLS,421568598,N,Y,37.805365,-122.4218206
MLS Listing,,Single Family Residential,2267 19th Ave,San Francisco,CA,94116,1195000,2,1.0,San Francisco,1407,2996,1926,15,849,,Active,August-1-2021 01:00 PM,August-1-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2267-19th-Ave-94116/home/659288,San Francisco MLS,421573365,N,Y,37.7455231,-122.4761679
MLS Listing,,Multi-Family (2-4 Unit),338 - 340 19th Ave,San Francisco,CA,94121,2490000,7,5.0,San Francisco,3029,2996,1923,15,822,,Active,,,http://www.redfin.com/CA/San-Francisco/338-19th-Ave-94121/home/1740082,San Francisco MLS,421573756,N,Y,37.7815646,-122.4780602
MLS Listing,,Condo/Co-op,931 Stanyan St,San Francisco,CA,94117,1595000,3,1.5,San Francisco,1610,2688,1907,15,991,320,Active,August-1-2021 01:00 PM,August-1-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/931-Stanyan-St-94117/home/1913774,San Francisco MLS,421563566,N,Y,37.765938,-122.453168
MLS Listing,,Single Family Residential,651 29th St,SAN FRANCISCO,CA,94131,7000000,4,4.5,SAN FRANCISCO,6929,6597,2004,15,1010,,Active,,,http://www.redfin.com/CA/San-Francisco/651-29th-St-94131/home/69371622,MLSListings,ML81849421,N,Y,37.7430674,-122.4344663
MLS Listing,,Single Family Residential,1917 16th Ave,San Francisco,CA,94116,1995000,3,2.5,San Francisco,2690,3998,1936,15,742,,Active,,,http://www.redfin.com/CA/San-Francisco/1917-16th-Ave-94116/home/648002,San Francisco MLS,421573573,N,Y,37.7520756,-122.4734151
MLS Listing,,Condo/Co-op,255 Red Rock Way Unit 306H,San Francisco,CA,94131,710000,1,1.0,San Francisco,744,6993,1972,15,954,597,Active,August-1-2021 11:00 AM,August-1-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/255-Red-Rock-Way-94131/unit-306H/home/1956837,San Francisco MLS,421570215,N,Y,37.7455837,-122.4430524
MLS Listing,,Condo/Co-op,53 Douglass St,San Francisco,CA,94114,1695000,4,2.0,San Francisco,2140,,1890,15,792,476,Active,July-29-2021 05:30 PM,July-29-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/53-Douglass-St-94114/home/173336244,San Francisco MLS,421570855,N,Y,37.7628743,-122.4393217
MLS Listing,,Multi-Family (2-4 Unit),462 26th Ave,San Francisco,CA,94121,2488000,9,3.0,San Francisco,3690,2748,1975,15,674,,Active,,,http://www.redfin.com/CA/San-Francisco/462-26th-Ave-94121/unit-3/home/1278783,San Francisco MLS,421573506,N,Y,37.7808093,-122.4856683
MLS Listing,,Condo/Co-op,1001 Pine St #601,San Francisco,CA,94109,748000,1,1.0,San Francisco,650,5000,1963,15,1151,584,Active,,,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-601/home/909840,San Francisco MLS,421573284,N,Y,37.790348,-122.412568
MLS Listing,,Single Family Residential,4086 25th St,San Francisco,CA,94114,3495000,4,3.5,San Francisco,2699,2250,1900,16,1295,,Active,August-1-2021 11:00 AM,August-1-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/4086-25th-St-94114/home/1688489,San Francisco MLS,421573258,N,Y,37.7500583,-122.4313517
MLS Listing,,Single Family Residential,1619 Shafter Ave,San Francisco,CA,94124,849000,2,1.0,San Francisco,1016,2500,1915,16,836,,Active,,,http://www.redfin.com/CA/San-Francisco/1619-Shafter-Ave-94124/home/1362354,San Francisco MLS,421570420,N,Y,37.731142,-122.3912932
MLS Listing,,Single Family Residential,108 Caine Ave,San Francisco,CA,94112,799998,4,1.0,San Francisco,1320,2500,1932,16,606,,Active,,,http://www.redfin.com/CA/San-Francisco/108-Caine-Ave-94112/home/827345,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40958537,N,Y,37.7163482,-122.4516225
MLS Listing,,Condo/Co-op,2 Fallon Pl #58,San Francisco,CA,94133,988000,1,1.0,San Francisco,,21923,1980,16,,783,Active,,,http://www.redfin.com/CA/San-Francisco/2-Fallon-Pl-94133/unit-58/home/175660378,San Francisco MLS,421573297,N,Y,37.797786,-122.4132891
MLS Listing,,Condo/Co-op,4248 25th St,San Francisco,CA,94114,1099999,2,2.0,San Francisco,962,3419,1907,16,1143,300,Active,,,http://www.redfin.com/CA/San-Francisco/4248-25th-St-94114/home/1559627,San Francisco MLS,421573324,N,Y,37.7498723,-122.4350588
MLS Listing,,Condo/Co-op,1 Hawthorne St Unit 4C,San Francisco,CA,94105,899000,1,1.0,San Francisco,851,,2010,16,1056,848,Active,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-4C/home/40138889,San Francisco MLS,421573300,N,Y,37.7857425,-122.3988969
MLS Listing,,Multi-Family (2-4 Unit),489 Chenery St,SAN FRANCISCO,CA,94131,1500000,3,3.0,SAN FRANCISCO,1994,3000,1910,16,752,,Active,,,http://www.redfin.com/CA/San-Francisco/489-Chenery-St-94131/home/2005846,MLSListings,ML81853279,N,Y,37.7355214,-122.4298949
MLS Listing,,Condo/Co-op,170 King St #904,San Francisco,CA,94107,599000,0,1.0,San Francisco,448,42969,2007,16,1337,648,Active,,,http://www.redfin.com/CA/San-Francisco/170-King-St-94107/unit-904/home/17306421,San Francisco MLS,421566382,N,Y,37.7787673,-122.3915505
MLS Listing,,Single Family Residential,310 Montcalm St,San Francisco,CA,94110,2495000,3,3.5,San Francisco,,2500,1900,16,,,Active,,,http://www.redfin.com/CA/San-Francisco/310-Montcalm-St-94110/home/915891,San Francisco MLS,421569983,N,Y,37.7458272,-122.409442
MLS Listing,,Condo/Co-op,177 Townsend St #1126,San Francisco,CA,94107,829000,1,1.0,San Francisco,659,,2007,16,1258,705,Active,,,http://www.redfin.com/CA/San-Francisco/177-Townsend-St-94107/unit-1126/home/175746203,San Francisco MLS,421562800,N,Y,37.7791526,-122.3919931
MLS Listing,,Condo/Co-op,750 Van Ness Ave #302,San Francisco,CA,94102,485000,0,1.0,San Francisco,391,15582,2008,16,1240,621,Active,,,http://www.redfin.com/CA/San-Francisco/750-Van-Ness-Ave-94102/unit-302/home/17305210,San Francisco MLS,421572942,N,Y,37.7824388,-122.4203287
MLS Listing,,Condo/Co-op,3032 Clement St #301,San Francisco,CA,94121,1695000,3,2.5,San Francisco,1750,5173,2016,16,969,524,Active,,,http://www.redfin.com/CA/San-Francisco/3032-Clement-St-94121/unit-301/home/106080117,San Francisco MLS,421568593,N,Y,37.7818851,-122.4919468
MLS Listing,,Multi-Family (2-4 Unit),742 - 744 43rd Ave,San Francisco,CA,94121,1998000,4,4.0,San Francisco,2628,2996,1947,16,760,,Active,,,http://www.redfin.com/CA/San-Francisco/742-43rd-Ave-94121/home/616470,San Francisco MLS,421567761,N,Y,37.7746045,-122.5033522
MLS Listing,,Condo/Co-op,1201 California St #201,San Francisco,CA,94109,899000,1,1.0,San Francisco,914,,1927,16,984,1126,Active,,,http://www.redfin.com/CA/San-Francisco/1201-California-St-94109/unit-201/home/12400742,San Francisco MLS,421571175,N,Y,37.7912124,-122.4143628
MLS Listing,,Condo/Co-op,31 Cortland Ave Unit 31A,San Francisco,CA,94110,949000,2,2.5,San Francisco,,2000,1905,17,,170,Active,July-31-2021 12:00 PM,July-31-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/31-Cortland-Ave-94110/unit-31A/home/144727373,San Francisco MLS,421573085,N,Y,37.7408384,-122.422058
MLS Listing,,Multi-Family (5+ Unit),244 Divisadero St,San Francisco,CA,94117,5249000,0,,San Francisco,9365,2648,1904,17,560,,Active,,,http://www.redfin.com/CA/San-Francisco/244-Divisadero-St-94117/home/175636641,San Francisco MLS,421572858,N,Y,37.771195,-122.4367045
MLS Listing,,Condo/Co-op,818 Van Ness Ave #406,SAN FRANCISCO,CA,94109,1149000,2,2.0,SAN FRANCISCO,994,,2008,17,1156,693,Active,July-31-2021 02:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/818-Van-Ness-Ave-94109/unit-406/home/40138155,MLSListings,ML81852023,N,Y,37.783203,-122.4205684
MLS Listing,,Condo/Co-op,490 33rd Ave #201,San Francisco,CA,94121,709000,1,1.0,San Francisco,686,12000,1980,17,1034,366,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/490-33rd-Ave-94121/unit-201/home/2018534,San Francisco MLS,421572938,N,Y,37.7800326,-122.4931172
MLS Listing,,Multi-Family (2-4 Unit),2865 - 2867 Folsom St,San Francisco,CA,94110,2495000,6,4.0,San Francisco,3400,2809,1905,17,734,,Active,,,http://www.redfin.com/CA/San-Francisco/2865-Folsom-St-94110/home/1655789,San Francisco MLS,421572329,N,Y,37.75151,-122.4136486
MLS Listing,,Condo/Co-op,188 Minna St Unit 32C,San Francisco,CA,94105,2995000,2,2.5,San Francisco,1670,,2005,17,1793,2327,Active,,,http://www.redfin.com/CA/San-Francisco/188-Minna-St-94105/unit-32C/home/12330701,San Francisco MLS,421556680,N,Y,37.7861425,-122.4012961
MLS Listing,,Single Family Residential,2225 Bay St,San Francisco,CA,94123,3295000,3,2.5,San Francisco,2816,2500,,17,1170,,Active,,,http://www.redfin.com/CA/San-Francisco/2225-Bay-St-94123/unit-2225A/home/583364,San Francisco MLS,421571552,N,Y,37.8015756,-122.4438003
MLS Listing,,Multi-Family (5+ Unit),1201 Leavenworth St,San Francisco,CA,94109,9350000,0,,San Francisco,22828,7700,1908,17,410,,Active,,,http://www.redfin.com/CA/San-Francisco/1201-Leavenworth-St-94109/home/960716,San Francisco MLS,421572883,N,Y,37.7923592,-122.4161949
MLS Listing,,Multi-Family (2-4 Unit),85 Columbia Square Sq,San Francisco,CA,94103,3500000,6,3.5,San Francisco,4998,3390,1921,17,700,,Active,,,http://www.redfin.com/CA/San-Francisco/85-Columbia-Sq-94103/home/144082929,San Francisco MLS,421572875,N,Y,37.7769891,-122.4050921
MLS Listing,,Condo/Co-op,246 2nd St #1701,San Francisco,CA,94105,3750000,3,3.0,San Francisco,2711,12933,2000,17,1383,1510,Active,,,http://www.redfin.com/CA/San-Francisco/246-2nd-St-94105/unit-1701/home/1505786,BAREIS,421569583,N,Y,37.7858817,-122.3974144
MLS Listing,,Multi-Family (5+ Unit),1492 Larkin St,San Francisco,CA,94109,3500000,4,2.0,San Francisco,7230,2495,1907,17,484,,Active,,,http://www.redfin.com/CA/San-Francisco/1492-Larkin-St-94109/home/550494,San Francisco MLS,421571106,N,Y,37.791582,-122.4190475
MLS Listing,,Condo/Co-op,4611 California St,San Francisco,CA,94118,775000,1,1.0,San Francisco,854,2275,1910,17,907,286,Active,,,http://www.redfin.com/CA/San-Francisco/4611-California-St-94118/home/903002,San Francisco MLS,421572741,N,Y,37.784495,-122.467028
MLS Listing,,Condo/Co-op,1020 Union St #2,San Francisco,CA,94133,3250000,3,2.0,San Francisco,2460,,,17,1321,2328,Active,August-1-2021 11:00 AM,August-1-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1020-Union-St-94133/unit-2/home/12400372,San Francisco MLS,421572779,N,Y,37.7997637,-122.4162427
MLS Listing,,Condo/Co-op,60 Ora Way Unit H303,San Francisco,CA,94131,336633,1,,San Francisco,409,6813,1975,17,823,568,Active,,,http://www.redfin.com/CA/San-Francisco/60-Ora-Way-94131/unit-H303/home/1380850,San Francisco MLS,421571834,N,Y,37.7410286,-122.4380095
MLS Listing,,Multi-Family (2-4 Unit),1153 - 1155 Florida St,San Francisco,CA,94110,1595000,4,2.0,San Francisco,2168,2596,1900,17,736,,Active,,,http://www.redfin.com/CA/San-Francisco/1153-Florida-St-94110/home/736339,San Francisco MLS,421572239,N,Y,37.7535197,-122.4098633
MLS Listing,,Condo/Co-op,1515 Union St Unit 4D,San Francisco,CA,94123,1575000,1,1.0,San Francisco,882,,2020,18,1786,942,Active,,,http://www.redfin.com/CA/San-Francisco/1515-Union-St-94123/unit-4D/home/175632862,San Francisco MLS,421572831,N,Y,37.7982705,-122.424284
MLS Listing,,Condo/Co-op,2130 Leavenworth St #2,San Francisco,CA,94133,647000,1,1.0,San Francisco,,5156,1924,18,,510,Active,,,http://www.redfin.com/CA/San-Francisco/2130-Leavenworth-St-94133/unit-2/home/1560803,San Francisco MLS,421568420,N,Y,37.8008363,-122.4173658
MLS Listing,,Condo/Co-op,60 Ora Way Unit H208,San Francisco,CA,94131,422133,1,1.0,San Francisco,684,6813,1975,18,617,655,Active,,,http://www.redfin.com/CA/San-Francisco/60-Ora-Way-94131/unit-H208/home/843014,San Francisco MLS,421572748,N,Y,37.7410286,-122.4380095
MLS Listing,,Single Family Residential,531 Kansas St,San Francisco,CA,94107,4250000,5,4.0,San Francisco,3115,2500,1927,19,1364,,Active,,,http://www.redfin.com/CA/San-Francisco/531-Kansas-St-94107/home/727826,San Francisco MLS,421552681,N,Y,37.7630048,-122.4031672
MLS Listing,,Single Family Residential,115 San Pablo Ave,San Francisco,CA,94127,2850000,3,2.5,San Francisco,2575,5854,1925,19,1107,192,Active,,,http://www.redfin.com/CA/San-Francisco/115-San-Pablo-Ave-94127/home/688311,San Francisco MLS,421569664,N,Y,37.7382756,-122.4621379
MLS Listing,,Single Family Residential,1043 Palou Ave,SAN FRANCISCO,CA,94124,899000,4,1.5,SAN FRANCISCO,1260,2238,1934,19,713,,Active,,,http://www.redfin.com/CA/San-Francisco/1043-Palou-Ave-94124/home/1711741,MLSListings,ML81852925,N,Y,37.7282186,-122.3811968
MLS Listing,,Multi-Family (2-4 Unit),1153 - 1155 Guerrero St,San Francisco,CA,94110,1898000,4,,San Francisco,3140,1812,1885,20,604,,Active,August-1-2021 12:00 PM,August-1-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1153-Guerrero-St-94110/home/2008684,San Francisco MLS,421572410,N,Y,37.7526685,-122.422676
MLS Listing,,Condo/Co-op,451 Lombard St,San Francisco,CA,94133,2598000,3,2.0,San Francisco,2105,2247,1914,20,1234,524,Active,July-29-2021 07:00 PM,July-29-2021 09:00 PM,http://www.redfin.com/CA/San-Francisco/451-Lombard-St-94133/home/1930084,San Francisco MLS,421572408,N,Y,37.8031252,-122.4088901
MLS Listing,,Condo/Co-op,34 Ord St,San Francisco,CA,94114,1695000,2,3.0,San Francisco,,,,20,,385,Active,July-31-2021 11:00 AM,July-31-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/34-Ord-St-94114/home/171078889,San Francisco MLS,421572328,N,Y,37.7631189,-122.4405191
MLS Listing,,Multi-Family (2-4 Unit),734 Vermont St,San Francisco,CA,94107,1695000,5,3.0,San Francisco,2360,2495,1907,20,718,,Active,,,http://www.redfin.com/CA/San-Francisco/734-Vermont-St-94107/home/730613,San Francisco MLS,421571969,N,Y,37.7597369,-122.4042292
MLS Listing,,Single Family Residential,542 Rhode Island St,San Francisco,CA,94107,2295000,3,2.0,San Francisco,,2500,1938,20,,,Active,July-31-2021 12:00 PM,July-31-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/542-Rhode-Island-St-94107/home/727244,San Francisco MLS,421571597,N,Y,37.7628828,-122.4026251
MLS Listing,,Condo/Co-op,2177 3rd St #506,San Francisco,CA,94107,1465000,2,2.0,San Francisco,958,,2020,20,1529,918,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-506/home/175626193,San Francisco MLS,421572293,N,Y,37.7622991,-122.3884155
MLS Listing,,Condo/Co-op,2177 3rd St #223,San Francisco,CA,94107,935000,1,1.0,San Francisco,654,,2020,20,1430,802,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-223/home/175626108,San Francisco MLS,421572283,N,Y,37.7622991,-122.3884155
MLS Listing,,Single Family Residential,358 San Carlos St,San Francisco,CA,94110,2995000,3,3.5,San Francisco,2429,,1880,20,1233,,Active,,,http://www.redfin.com/CA/San-Francisco/358-San-Carlos-St-94110/home/1955118,San Francisco MLS,421569049,N,Y,37.7576571,-122.4199541
MLS Listing,,Single Family Residential,679 39th Ave,San Francisco,CA,94121,2195000,5,3.0,San Francisco,2120,2683,1924,20,1035,,Active,July-31-2021 02:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/679-39th-Ave-94121/home/1508272,San Francisco MLS,421565170,N,Y,37.7760288,-122.4997681
MLS Listing,,Single Family Residential,566 Paris St,San Francisco,CA,94112-3510,950000,3,2.0,San Francisco,1000,2495,1906,20,950,,Active,August-1-2021 02:00 PM,August-1-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/566-Paris-St-94112/home/1222698,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40958073,N,Y,37.7198826,-122.4365606
MLS Listing,,Condo/Co-op,151 Alice B. Toklas Pl #604,San Francisco,CA,94109,1049500,1,1.5,San Francisco,1488,25240,1920,20,705,858,Active,,,http://www.redfin.com/CA/San-Francisco/151-Alice-B-Toklas-94109/unit-604/home/574571,San Francisco MLS,421570833,N,Y,37.7850997,-122.4205869
